title,rank,date,artist,url,region,chart,trend,streams
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-20,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1518013.0
Shape of You,1,2017-02-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1551718.0
This Is America,1,2018-05-11,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2753489.0
God's Plan,1,2018-03-15,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2471284.0
God's Plan,1,2018-02-18,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3170316.0
Shape of You,1,2017-02-23,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1575915.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-09,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1540183.0
Nice For What,1,2018-04-13,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,3183067.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-21,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1542865.0
Shape of You,1,2017-02-24,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1614043.0
God's Plan,1,2018-02-19,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3228264.0
Nice For What,1,2018-04-14,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2777908.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-22,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1353586.0
God's Plan,1,2018-02-20,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3400342.0
Shape of You,1,2017-02-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1513199.0
Nice For What,1,2018-04-15,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2267359.0
Shape of You,1,2017-01-23,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,MOVE_UP,1368068.0
Shape of You,1,2017-02-26,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1366885.0
God's Plan,1,2018-02-21,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3383810.0
Shape of You,1,2017-02-27,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1429810.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-11,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1492175.0
God's Plan,1,2018-02-22,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3270534.0
Shape of You,1,2017-01-24,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1424974.0
This Is America,1,2018-05-12,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2246370.0
God's Plan,1,2018-03-16,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2601381.0
Shape of You,1,2017-02-28,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1537623.0
Nice For What,1,2018-04-16,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2614611.0
This Is America,1,2018-05-13,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,1899278.0
God's Plan,1,2018-03-17,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2572949.0
Shape of You,1,2017-01-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1443631.0
God's Plan,1,2018-02-23,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3438314.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-10,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1537292.0
This Is America,1,2018-05-14,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2266501.0
God's Plan,1,2018-03-18,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2288576.0
Nice For What,1,2018-06-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1621779.0
Shape of You,1,2017-01-26,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1478465.0
God's Plan,1,2018-02-24,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3393036.0
Nice For What,1,2018-04-17,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2799486.0
God's Plan,1,2018-03-19,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2305651.0
This Is America,1,2018-05-15,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2170856.0
All Mine,1,2018-06-02,Kanye West,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,United States,top200,NEW_ENTRY,2757615.0
This Is America,1,2018-05-16,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2038482.0
God's Plan,1,2018-03-20,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2382277.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-27,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,MOVE_UP,1823391.0
Nice For What,1,2018-04-18,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2784404.0
God's Plan,1,2018-02-25,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3065887.0
God's Plan,1,2018-03-21,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2300016.0
All Mine,1,2018-06-03,Kanye West,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,United States,top200,SAME_POSITION,2028903.0
This Is America,1,2018-05-17,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,1914536.0
God's Plan,1,2018-03-22,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2314449.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-28,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1815692.0
Psycho (feat. Ty Dolla $ign),1,2018-02-26,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,United States,top200,MOVE_UP,3261937.0
Nice For What,1,2018-04-19,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2704756.0
All Mine,1,2018-06-04,Kanye West,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,United States,top200,SAME_POSITION,2175407.0
This Is America,1,2018-05-18,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,1917414.0
God's Plan,1,2018-03-23,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2476351.0
All Mine,1,2018-06-05,Kanye West,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,United States,top200,SAME_POSITION,1971870.0
Nice For What,1,2018-05-19,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,MOVE_UP,1663687.0
God's Plan,1,2018-03-24,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2410528.0
Lucid Dreams,1,2018-06-06,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,MOVE_UP,1803683.0
Nice For What,1,2018-05-20,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1497274.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-29,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1568387.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-12,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1595049.0
God's Plan,1,2018-03-25,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2130610.0
Lucid Dreams,1,2018-06-07,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1827627.0
This Is America,1,2018-05-21,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,MOVE_UP,1641186.0
KOD,1,2018-04-20,J. Cole,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI,United States,top200,NEW_ENTRY,4233070.0
God's Plan,1,2018-03-26,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2149760.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-11,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1541751.0
Lucid Dreams,1,2018-06-08,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1792438.0
Nice For What,1,2018-05-22,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,MOVE_UP,1678577.0
God's Plan,1,2018-02-27,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,MOVE_UP,3289420.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-30,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1497676.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-13,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1650014.0
God's Plan,1,2018-03-27,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2146727.0
Nice For What,1,2018-05-23,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1763143.0
Lucid Dreams,1,2018-06-09,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1698070.0
God's Plan,1,2018-02-28,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3246141.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-12,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1329073.0
God's Plan,1,2018-03-28,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2150534.0
KOD,1,2018-04-21,J. Cole,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI,United States,top200,SAME_POSITION,2537308.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-31,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1600022.0
Nice For What,1,2018-05-24,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1752491.0
Lucid Dreams,1,2018-06-10,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1622080.0
God's Plan,1,2018-03-29,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2180244.0
Lucid Dreams,1,2018-06-11,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1822942.0
Nice For What,1,2018-05-25,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1775981.0
Call Out My Name,1,2018-03-30,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,NEW_ENTRY,3490888.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-13,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1223197.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-14,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1667798.0
Lucid Dreams,1,2018-06-12,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1852417.0
Call Out My Name,1,2018-03-31,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,SAME_POSITION,2738706.0
Nonstop,1,2018-07-01,Drake,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,United States,top200,SAME_POSITION,3421046.0
In My Feelings,1,2018-08-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,2561681.0
Nice For What,1,2018-05-26,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1676503.0
Lucid Dreams,1,2018-06-13,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1872518.0
Nonstop,1,2018-07-02,Drake,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,United States,top200,SAME_POSITION,3174179.0
Nice For What,1,2018-04-22,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,MOVE_UP,2232935.0
In My Feelings,1,2018-08-02,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,2494211.0
Lucid Dreams,1,2018-06-14,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1897608.0
Nonstop,1,2018-07-03,Drake,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,United States,top200,SAME_POSITION,2952407.0
Nice For What,1,2018-05-27,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1510011.0
STARGAZING,1,2018-08-03,Travis Scott,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,United States,top200,NEW_ENTRY,4244308.0
Lucky You (feat. Joyner Lucas),1,2018-09-01,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,2527389.0
Lucky You (feat. Joyner Lucas),1,2018-09-02,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,1993319.0
SICKO MODE,1,2018-08-04,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,MOVE_UP,3134294.0
Nice For What,1,2018-05-28,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1519266.0
Nonstop,1,2018-07-04,Drake,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,United States,top200,SAME_POSITION,2517536.0
Lucid Dreams,1,2018-06-15,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1919224.0
Lucky You (feat. Joyner Lucas),1,2018-09-03,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,1926850.0
SICKO MODE,1,2018-08-05,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,SAME_POSITION,2508825.0
Nonstop,1,2018-07-05,Drake,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,United States,top200,SAME_POSITION,2312745.0
Lucky You (feat. Joyner Lucas),1,2018-09-04,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,2409739.0
In My Feelings,1,2018-07-06,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,MOVE_UP,2457628.0
SICKO MODE,1,2018-08-06,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,SAME_POSITION,2582218.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-14,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1093552.0
Lucid Dreams,1,2018-06-16,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1877892.0
Nice For What,1,2018-05-29,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1652959.0
Lucky You (feat. Joyner Lucas),1,2018-09-05,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,2214507.0
In My Feelings,1,2018-07-07,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,2549499.0
Lucky You (feat. Joyner Lucas),1,2018-09-06,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,2006853.0
SICKO MODE,1,2018-08-07,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,SAME_POSITION,2498624.0
In My Feelings,1,2018-07-08,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,2643596.0
Nice For What,1,2018-05-30,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1671122.0
SICKO MODE,1,2018-08-08,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,SAME_POSITION,2312931.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-15,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1775616.0
Lucid Dreams,1,2018-06-17,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1728992.0
Lucky You (feat. Joyner Lucas),1,2018-09-07,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,1847924.0
In My Feelings,1,2018-07-09,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,3467481.0
Lucid Dreams,1,2018-06-18,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,United States,top200,SAME_POSITION,1930619.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-15,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1274158.0
Nice For What,1,2018-05-31,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,1620689.0
Nice For What,1,2018-04-23,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2494495.0
In My Feelings,1,2018-07-10,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,4142467.0
Lucky You (feat. Joyner Lucas),1,2018-09-08,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,United States,top200,SAME_POSITION,1527622.0
Nice For What,1,2018-04-24,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2545158.0
In My Feelings,1,2018-08-09,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,MOVE_UP,2183950.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-16,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1341444.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-16,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1776791.0
In My Feelings,1,2018-07-11,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,4321552.0
SAD!,1,2018-06-19,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,United States,top200,MOVE_UP,4437612.0
Nice For What,1,2018-04-25,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2369585.0
SICKO MODE,1,2018-09-09,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,top200,MOVE_UP,1291850.0
In My Feelings,1,2018-08-10,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,2192067.0
Snow On Tha Bluff,1,2020-06-17,J. Cole,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog,United States,top200,NEW_ENTRY,1469240.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-17,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1574346.0
In My Feelings,1,2018-07-12,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,4554487.0
In My Feelings,1,2018-08-11,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,2148167.0
I Love It (& Lil Pump),1,2018-09-10,Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,United States,top200,MOVE_UP,1611225.0
SAD!,1,2018-06-20,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,United States,top200,SAME_POSITION,3124836.0
In My Feelings,1,2018-07-13,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,4805299.0
In My Feelings,1,2018-08-12,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,1956053.0
I Love It (& Lil Pump),1,2018-09-11,Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,United States,top200,SAME_POSITION,1837715.0
In My Feelings,1,2018-07-14,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,United States,top200,SAME_POSITION,4705193.0
I Love It (& Lil Pump),1,2018-09-12,Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,United States,top200,SAME_POSITION,1866404.0
In My Feelings,1,2018-08-13,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,top200,SAME_POSITION,1899576.0
